"51.572,-0.4435"
"51.407,-0.1835"
"51.468,0.2515"
"51.319,-0.286"
"51.341,0.196"
"51.2885,0.178"
"51.3835,-0.0075"
"51.644,-0.3365"
"51.6805,-0.471"
"51.459,-0.3655"
"51.5,0.166"
"51.4725,-0.069"
"51.2675,-0.0455"
"51.478,-0.0565"
"51.542,-0.4925"
"51.274,0.275"
"51.7,-0.0405"
"51.599,-0.5135"
"51.3455,-0.4505"
"51.456,-0.184"
"51.579,0.165"
"51.6915,0.1095"
"51.6445,-0.0015"
"51.383,-0.2835"
"51.288,-0.078"
"51.373,-0.0575"
"51.5715,-0.3405"
"51.711,0.045"
"51.299,-0.322"
"51.3805,-0.0575"
"51.281,-0.2105"
"51.6365,-0.087"
"51.406,0.0045"
"51.6115,0.0135"
"51.577,-0.473"
"51.518,0.028"
"51.526,0.1275"
"51.432,0.162"
"51.6045,-0.098"
"51.468,-0.0765"
"51.314,-0.3775"
"51.545,-0.4395"
"51.4725,0.2425"
"51.4425,0.187"
"51.55,-0.19"
"51.298,0.022"
"51.5135,-0.25"
"51.7185,-0.2525"
"51.361,-0.512"
"51.508,-0.4875"
"51.397,0.1255"
"51.5855,-0.2625"
"51.4895,0.132"
"51.54,-0.4085"
"51.602,0.1525"
"51.262,0.286"
"51.623,-0.4255"
"51.717,-0.0025"
"51.3165,-0.5195"
"51.269,-0.3285"
"51.5465,-0.3175"
"51.4925,-0.1785"
"51.4885,-0.467"
"51.6475,0.206"
"51.31,-0.513"
"51.6725,0.163"
"51.5105,-0.2265"
"51.4395,0.075"
"51.3795,0.068"
"51.5345,-0.1465"
"51.6705,0.1465"
"51.3405,0.2175"
"51.353,0.147"
"51.297,-0.24"
"51.639,-0.43"
"51.4135,-0.117"
"51.4045,-0.1935"
"51.4825,0.078"
"51.719,-0.0405"
"51.6905,-0.217"
"51.3475,0.1895"
"51.3795,0.044"
"51.6965,0.075"
"51.3305,-0.218"
"51.2775,0.2565"
"51.4595,-0.2825"
"51.4625,0.106"
"51.4035,-0.371"
"51.5655,-0.4235"
"51.543,-0.135"
"51.619,0.2065"
"51.556,-0.4505"
"51.628,-0.5315"
"51.3645,-0.0875"
"51.6115,-0.467"
"51.277,-0.292"
"51.626,0.176"
"51.6455,0.1585"
"51.4285,-0.04"
"51.451,-0.226"
"51.2575,0.1845"
"51.6065,-0.1885"
"51.2685,0.0815"
"51.2915,-0.445"
"51.3105,-0.409"
"51.535,0.0295"
"51.574,0.1425"
"51.4675,-0.411"
"51.273,0.1975"
"51.515,0.2435"
"51.371,0.23"
"51.499,0.1475"
"51.5175,-0.4355"
"51.463,-0.309"
"51.5955,-0.0705"
"51.259,-0.0055"
"51.6315,-0.485"
"51.547,-0.195"
"51.558,-0.0795"
"51.6215,-0.0905"
"51.45,-0.3535"
"51.5435,-0.5395"
"51.321,-0.5295"
"51.333,0.189"
"51.4225,-0.134"
"51.2975,-0.3155"
"51.6355,-0.018"
"51.28,-0.2555"
"51.5675,-0.263"
"51.387,0.0715"
"51.4715,-0.0275"
"51.603,-0.146"
"51.3285,0.1345"
"51.4335,-0.3495"
"51.632,-0.2925"
"51.509,-0.102"
"51.433,0.1895"
"51.516,0.224"
"51.689,-0.177"
"51.6915,-0.035"
"51.4615,-0.5215"
"51.572,-0.0175"
"51.566,0.2185"
"51.6185,0.107"
"51.3015,0.023"
"51.557,0.21"
"51.542,0.2345"
"51.3355,-0.25"
"51.5255,-0.5215"
"51.5295,-0.206"
"51.288,0.128"
"51.6865,-0.277"
"51.541,-0.2"
"51.7,-0.217"
"51.27,0.193"
"51.4895,0.155"
"51.524,0.087"
"51.643,0.1275"
"51.531,0.191"
"51.634,-0.249"
"51.6645,-0.289"
"51.5165,-0.2435"
"51.2645,0.1145"
"51.56,-0.128"
"51.621,-0.2425"
"51.363,0.146"
"51.368,0.0985"
"51.635,0.2115"
"51.3155,-0.3415"
"51.582,-0.0105"
"51.6355,-0.18"
"51.6125,-0.435"
"51.267,-0.141"
"51.371,-0.512"
"51.4645,-0.473"
"51.4795,-0.041"
"51.693,-0.0655"
"51.3585,0.1615"
"51.708,-0.5075"
"51.4115,-0.283"
"51.601,-0.5025"
"51.2595,-0.242"
"51.529,-0.348"
"51.362,-0.2295"
"51.359,-0.0065"
"51.4215,-0.059"
"51.3925,0.086"
"51.479,-0.27"
"51.5915,0.022"
"51.647,-0.505"
"51.6665,0.017"
"51.522,0.002"
"51.539,-0.492"
"51.3575,-0.016"
"51.3165,0.041"
"51.7175,-0.4365"
"51.719,0.215"
"51.2995,0.0035"
"51.6385,0.24"
"51.7155,-0.2865"
"51.5635,0.0505"
"51.363,-0.5035"
"51.554,-0.4205"
"51.519,-0.2815"
"51.3025,-0.056"
"51.373,0.2475"
"51.6625,-0.122"
"51.3895,-0.5145"
"51.39,-0.4645"
"51.4685,0.092"
"51.4865,-0.2075"
"51.375,-0.37"
"51.3285,-0.4565"
"51.285,0.013"
"51.4265,-0.3105"
"51.6345,-0.184"
"51.3165,-0.4455"
"51.3955,-0.273"
"51.3125,-0.272"
"51.7095,-0.025"
"51.483,0.287"
"51.2685,0.116"
"51.33,0.0005"
"51.6495,-0.1065"
"51.4955,0.127"
"51.42,-0.243"
"51.649,-0.26"
"51.3675,0.1055"
"51.3525,-0.251"
"51.5195,-0.464"
"51.2875,-0.241"
"51.434,0.2025"
"51.694,-0.0705"
"51.3055,0.043"
"51.6805,-0.22"
"51.507,0.109"
"51.523,-0.4025"
"51.719,0.172"
"51.678,-0.4785"
"51.5015,-0.112"
"51.657,-0.1255"
"51.3815,-0.5015"
"51.552,0.1965"
"51.5335,-0.2775"
"51.261,-0.03"
"51.355,-0.2575"
"51.712,-0.4815"
"51.3145,0.2035"
"51.3215,0.271"
"51.6045,-0.1875"
"51.2575,-0.051"
"51.3505,-0.4525"
"51.695,-0.2885"
"51.6955,-0.318"
