"51.4865,-0.1715"
"51.495,-0.1735"
"51.5185,-0.211"
"51.517,-0.2095"
"51.493,-0.1945"
"51.482,-0.18"
"51.4995,-0.1635"
"51.494,-0.1745"
"51.4995,-0.208"
"51.5,-0.196"
"51.484,-0.1755"
"51.498,-0.2015"
"51.5175,-0.218"
"51.5125,-0.218"
"51.4835,-0.165"
"51.524,-0.217"
"51.492,-0.178"
"51.5015,-0.1935"
"51.486,-0.15"
"51.4885,-0.193"
"51.4985,-0.188"
"51.494,-0.158"
"51.4925,-0.2005"
"51.4875,-0.169"
"51.4925,-0.158"
"51.493,-0.184"
"51.495,-0.185"
"51.492,-0.1875"
"51.48,-0.1855"
"51.5085,-0.2035"
"51.5185,-0.216"
"51.4855,-0.177"
"51.487,-0.152"
"51.499,-0.1985"
"51.491,-0.197"
"51.495,-0.183"
"51.481,-0.1835"
"51.494,-0.1965"
"51.4875,-0.1955"
"51.501,-0.193"
"51.5205,-0.209"
"51.4935,-0.155"
"51.4945,-0.1955"
"51.524,-0.214"
"51.4955,-0.179"
"51.494,-0.169"
"51.481,-0.1845"
"51.4835,-0.1675"
"51.483,-0.1715"
"51.519,-0.2175"
"51.4875,-0.1665"
"51.481,-0.177"
"51.496,-0.207"
"51.5015,-0.1585"
"51.5015,-0.1615"
"51.488,-0.1535"
"51.4815,-0.1815"
"51.491,-0.1805"
"51.4885,-0.1665"
"51.5075,-0.195"
"51.492,-0.1575"
"51.515,-0.195"
"51.503,-0.1965"
"51.525,-0.2145"
"51.4855,-0.1505"
"51.5145,-0.202"
"51.5215,-0.2155"
"51.5205,-0.212"
"51.484,-0.164"
"51.5135,-0.2095"
"51.492,-0.172"
"51.4915,-0.172"
"51.49,-0.175"
"51.494,-0.177"
"51.498,-0.195"
"51.489,-0.165"
"51.516,-0.2125"
"51.5265,-0.2155"
"51.485,-0.1855"
"51.482,-0.1735"
"51.516,-0.2225"
"51.5135,-0.1985"
"51.5065,-0.2085"
"51.519,-0.209"
"51.4925,-0.168"
"51.4855,-0.15"
"51.5015,-0.194"
"51.511,-0.2"
"51.5005,-0.16"
"51.526,-0.215"
"51.495,-0.179"
